,z,y,x,price,table,depth,carat,-
401,2.67,4.22,4.27,554.0,57.0,62.9,0.3,402.0
402,2.69,4.23,4.25,554.0,60.0,63.4,0.3,403.0
403,2.78,4.34,4.36,554.0,55.0,63.9,0.32,404.0
404,2.95,4.79,4.85,554.0,56.0,61.4,0.33,405.0
405,2.66,4.33,4.28,555.0,55.0,61.9,0.29,406.0
406,2.63,4.25,4.2,555.0,55.0,62.4,0.29,407.0
407,2.68,4.35,4.32,555.0,58.0,61.8,0.31,408.0
408,2.76,4.5,4.47,555.0,56.0,61.5,0.34,409.0
409,2.75,4.57,4.54,555.0,57.0,60.4,0.34,410.0
410,2.78,4.52,4.48,555.0,55.0,61.8,0.34,411.0
411,2.8,4.53,4.5,555.0,56.0,62.0,0.34,412.0
412,2.68,4.31,4.29,555.0,56.0,62.3,0.3,413.0
413,2.64,4.31,4.26,555.0,56.0,61.6,0.29,414.0
414,2.77,4.58,4.56,555.0,56.0,60.6,0.35,415.0
415,2.9,5.0,4.94,555.0,62.0,58.4,0.43,416.0
416,2.7,4.42,4.37,556.0,58.0,61.4,0.32,417.0
417,2.82,4.57,4.54,556.0,56.0,61.9,0.36,418.0
418,2.66,4.3,4.28,556.0,56.0,62.0,0.3,419.0
419,2.52,4.12,4.09,556.0,57.0,61.5,0.26,420.0
420,3.54,5.72,5.64,2812.0,58.0,62.3,0.7,421.0
421,3.46,5.71,5.66,2812.0,61.0,60.9,0.7,422.0
422,3.56,5.72,5.69,2812.0,57.0,62.4,0.71,423.0
423,3.68,6.67,6.72,2812.0,61.0,55.0,0.99,424.0
424,3.46,5.89,5.92,2812.0,60.0,58.6,0.73,425.0
425,3.18,5.11,5.15,2812.0,57.0,62.0,0.51,426.0
426,3.77,6.29,6.3,2813.0,58.0,59.8,0.91,427.0
427,3.79,5.95,6.0,2813.0,55.0,63.4,0.84,428.0
428,3.9,6.05,6.09,2813.0,58.0,64.3,0.91,429.0
429,3.63,5.81,5.86,2814.0,59.0,62.2,0.76,430.0
430,3.62,5.85,5.88,2814.0,57.0,61.7,0.76,431.0
431,3.57,5.83,5.86,2814.0,59.0,61.1,0.75,432.0
432,3.23,5.27,5.23,2815.0,56.0,61.5,0.55,433.0
433,3.49,6.01,5.93,2815.0,62.0,58.5,0.76,434.0
434,3.58,5.81,5.79,2815.0,58.0,61.7,0.74,435.0
435,3.49,5.81,5.75,2815.0,56.0,60.4,0.7,436.0
436,3.52,5.76,5.7,2815.0,56.0,61.4,0.7,437.0
437,3.54,5.79,5.73,2815.0,55.0,61.5,0.7,438.0
438,3.53,5.77,5.72,2815.0,56.0,61.4,0.7,439.0
439,3.94,6.04,6.08,2815.0,56.0,65.0,0.9,440.0
440,3.68,6.53,6.62,2815.0,60.0,56.0,0.95,441.0
441,3.76,6.23,6.26,2815.0,59.0,60.2,0.89,442.0
442,3.47,5.92,5.99,2815.0,58.0,58.3,0.72,443.0
443,3.55,6.65,6.73,2815.0,63.0,53.1,0.96,444.0
444,3.94,6.5,6.55,2815.0,58.0,60.3,1.02,445.0
445,3.64,5.95,5.91,2816.0,56.0,61.4,0.78,446.0
446,3.32,5.54,5.52,2816.0,57.0,60.1,0.61,447.0
447,3.58,5.69,5.61,2816.0,55.0,63.4,0.71,448.0
448,3.64,5.88,5.96,2816.0,59.0,61.5,0.78,449.0
449,3.85,6.13,6.16,2816.0,56.0,62.7,0.87,450.0
450,3.76,6.0,6.04,2816.0,55.0,62.5,0.83,451.0
451,3.53,5.73,5.78,2817.0,56.0,61.3,0.71,452.0
452,3.53,5.89,5.84,2817.0,56.0,60.2,0.71,453.0
453,3.54,5.64,5.66,2817.0,57.0,62.7,0.71,454.0
454,3.53,5.65,5.69,2817.0,58.0,62.3,0.71,455.0
455,3.38,5.52,5.48,2817.0,56.0,61.5,0.63,456.0
456,3.46,5.83,5.86,2817.0,59.0,59.2,0.71,457.0
457,3.54,5.7,5.75,2817.0,59.0,61.8,0.71,458.0
458,3.52,5.72,5.77,2817.0,55.0,61.3,0.71,459.0
459,3.53,5.73,5.77,2817.0,58.0,61.4,0.71,460.0
460,3.88,6.16,6.2,2817.0,55.0,62.8,0.9,461.0
461,3.5,5.54,5.6,2817.0,64.0,62.8,0.71,462.0
462,3.52,5.63,5.66,2818.0,61.0,62.4,0.7,463.0
463,3.41,5.73,5.78,2818.0,60.0,59.3,0.7,464.0
464,3.54,5.6,5.64,2818.0,60.0,63.0,0.7,465.0
465,3.93,6.39,6.43,2818.0,60.0,61.3,1.0,466.0
466,3.73,6.22,6.36,2818.0,62.0,59.3,0.86,467.0
467,3.68,6.0,6.07,2818.0,57.0,61.0,0.8,468.0
468,3.54,5.61,5.66,2818.0,57.0,62.9,0.7,469.0
469,3.5,5.83,5.91,2818.0,57.0,59.6,0.7,470.0
470,3.5,5.64,5.69,2818.0,60.0,61.8,0.7,471.0
471,3.55,5.64,5.68,2818.0,57.0,62.7,0.7,472.0
472,4.08,6.12,6.34,2818.0,62.0,65.3,1.0,473.0
473,3.61,5.68,5.64,2819.0,58.0,63.8,0.72,474.0
474,3.58,5.77,5.73,2819.0,56.0,62.3,0.72,475.0
475,3.45,5.79,5.76,2819.0,63.0,59.7,0.7,476.0
476,3.83,5.95,5.97,2819.0,60.0,64.3,0.86,477.0
477,3.57,5.69,5.66,2820.0,58.0,62.9,0.71,478.0
478,3.59,5.78,5.8,2821.0,57.0,62.0,0.75,479.0
479,3.54,5.73,5.77,2821.0,59.0,61.6,0.73,480.0
480,3.22,5.21,5.2,2821.0,55.0,61.9,0.53,481.0
481,3.55,5.76,5.83,2821.0,58.0,61.3,0.73,482.0
482,3.63,5.7,5.72,2821.0,57.0,63.6,0.73,483.0
483,3.51,5.85,5.92,2821.0,61.0,59.6,0.73,484.0
484,3.56,5.68,5.77,2821.0,59.0,62.2,0.73,485.0
485,3.6,5.82,5.84,2821.0,55.0,61.7,0.73,486.0
486,3.62,5.7,5.76,2821.0,58.0,63.2,0.73,487.0
487,3.48,5.71,5.74,2822.0,60.0,60.8,0.7,488.0
488,3.51,5.8,5.84,2822.0,59.0,60.3,0.72,489.0
489,3.52,5.76,5.8,2822.0,60.0,60.9,0.72,490.0
490,3.58,5.7,5.77,2822.0,59.0,62.4,0.72,491.0
491,3.44,5.7,5.73,2822.0,60.0,60.2,0.7,492.0
492,3.34,5.4,5.37,2822.0,55.0,62.0,0.6,493.0
493,3.57,5.89,5.85,2822.0,57.0,60.8,0.74,494.0
494,3.58,5.78,5.75,2822.0,55.0,62.1,0.73,495.0
495,3.57,5.67,5.71,2822.0,60.0,62.7,0.71,496.0
496,3.52,5.73,5.75,2822.0,58.0,61.3,0.71,497.0
497,3.48,5.75,5.82,2822.0,60.0,60.2,0.7,498.0
498,3.48,5.72,5.75,2822.0,56.0,60.7,0.7,499.0
499,3.86,6.03,6.04,2822.0,61.0,64.0,0.9,500.0
500,3.52,5.83,5.86,2822.0,56.0,60.2,0.71,501.0
501,3.51,5.68,5.73,2822.0,59.0,61.5,0.7,502.0
502,3.56,5.66,5.71,2822.0,56.0,62.6,0.7,503.0
503,3.46,5.77,5.82,2822.0,58.0,59.7,0.7,504.0
504,3.49,5.66,5.71,2822.0,64.0,61.4,0.7,505.0
505,3.51,5.59,5.62,2822.0,57.0,62.5,0.7,506.0
506,3.51,5.63,5.73,2822.0,56.0,61.8,0.7,507.0
507,3.46,5.68,5.72,2822.0,62.0,60.7,0.7,508.0
508,3.49,5.72,5.8,2822.0,58.0,60.6,0.7,509.0
509,3.52,5.71,5.75,2822.0,54.0,61.4,0.7,510.0
510,3.69,5.9,5.86,2823.0,59.0,62.8,0.79,511.0
511,3.89,6.13,6.06,2823.0,57.0,63.8,0.9,512.0
512,3.54,5.66,5.71,2823.0,58.0,62.3,0.71,513.0
513,3.4,5.59,5.51,2823.0,54.0,61.3,0.61,514.0
514,3.96,5.98,6.05,2823.0,54.0,65.8,0.9,515.0
515,3.47,5.73,5.77,2823.0,56.0,60.5,0.71,516.0
516,3.5,5.69,5.74,2824.0,59.0,61.2,0.71,517.0
517,3.63,5.86,5.84,2824.0,57.0,62.1,0.77,518.0
518,3.62,5.75,5.73,2824.0,58.0,63.1,0.74,519.0
519,3.74,5.97,6.02,2824.0,54.0,62.4,0.82,520.0
520,3.67,6.03,6.05,2824.0,60.0,60.8,0.82,521.0
521,3.54,5.66,5.73,2825.0,59.0,62.2,0.71,522.0
522,3.64,6.05,6.08,2825.0,59.0,60.0,0.83,523.0
523,3.58,5.8,5.75,2825.0,57.0,62.0,0.73,524.0
524,3.74,5.95,6.02,2825.0,59.0,62.5,0.83,525.0
525,4.13,6.83,6.9,2825.0,61.0,60.2,1.17,526.0
526,3.81,6.19,6.24,2825.0,67.0,61.3,0.91,527.0
527,3.58,5.68,5.75,2826.0,60.0,62.6,0.73,528.0
528,3.38,5.88,5.94,2826.0,59.0,57.2,0.7,529.0
529,3.79,6.07,6.11,2826.0,59.0,62.2,0.9,530.0
530,3.5,5.6,5.66,2826.0,58.0,62.2,0.7,531.0
531,3.54,5.58,5.6,2826.0,56.0,63.3,0.7,532.0
532,3.42,5.74,5.78,2826.0,61.0,59.4,0.7,533.0
533,3.88,6.07,6.17,2826.0,56.0,63.5,0.9,534.0
534,3.62,5.94,5.97,2826.0,60.0,60.8,0.78,535.0
535,3.88,6.37,6.41,2826.0,55.0,60.7,0.96,536.0
536,3.54,5.7,5.67,2827.0,59.0,62.3,0.7,537.0
537,3.64,5.7,5.68,2827.0,54.0,64.0,0.72,538.0
538,3.71,5.9,5.96,2827.0,58.0,62.6,0.79,539.0
539,3.52,5.74,5.69,2827.0,57.0,61.6,0.7,540.0
540,3.54,5.7,5.66,2827.0,55.0,62.3,0.7,541.0
541,3.49,5.77,5.74,2828.0,57.0,60.6,0.7,542.0
542,3.91,6.31,6.39,2828.0,61.0,61.6,1.01,543.0
543,3.56,5.7,5.75,2829.0,58.0,62.2,0.72,544.0
544,3.75,5.87,5.91,2829.0,54.0,63.7,0.8,545.0
545,3.33,5.38,5.36,2829.0,56.0,62.0,0.59,546.0
546,3.55,5.74,5.77,2829.0,57.0,61.7,0.72,547.0
547,3.62,5.82,5.88,2829.0,57.0,61.9,0.75,548.0
548,3.63,6.01,6.05,2829.0,57.0,60.2,0.8,549.0
549,3.56,5.7,5.65,2830.0,59.0,62.7,0.71,550.0
550,3.62,5.89,5.84,2830.0,56.0,61.7,0.77,551.0
551,3.9,6.43,6.41,2830.0,56.0,60.7,0.97,552.0
552,3.19,5.29,5.23,2830.0,57.0,60.9,0.53,553.0
553,3.2,5.19,5.16,2830.0,57.0,61.8,0.53,554.0
554,3.7,5.99,5.94,2830.0,54.4,62.1,0.8,555.0
555,3.74,6.13,6.21,2830.0,62.0,60.6,0.9,556.0
556,3.61,5.98,5.89,2831.0,60.0,60.8,0.76,557.0
557,3.57,5.76,5.7,2831.0,57.0,62.3,0.72,558.0
558,3.59,5.87,5.82,2831.0,57.0,61.4,0.75,559.0
559,3.57,5.76,5.73,2831.0,58.0,62.1,0.72,560.0
560,3.66,5.91,5.93,2831.0,56.0,61.8,0.79,561.0
561,3.58,5.75,5.71,2832.0,58.0,62.5,0.72,562.0
562,3.87,6.18,6.15,2832.0,61.0,62.8,0.91,563.0
563,3.54,5.65,5.75,2832.0,57.0,62.1,0.71,564.0
564,3.68,5.81,5.87,2832.0,60.0,63.0,0.81,565.0
565,3.71,5.97,5.91,2832.0,57.0,62.5,0.82,566.0
566,3.54,5.66,5.72,2832.0,58.0,62.2,0.71,567.0
567,3.88,6.01,6.05,2832.0,63.0,64.3,0.9,568.0
568,3.66,5.95,5.86,2833.0,58.0,62.0,0.8,569.0
569,3.24,5.34,5.28,2833.0,59.0,61.0,0.56,570.0
570,3.45,5.8,5.77,2833.0,61.0,59.6,0.7,571.0
571,3.51,5.76,5.74,2833.0,57.0,61.0,0.7,572.0
572,3.37,5.48,5.45,2833.0,55.0,61.7,0.61,573.0
573,3.78,6.07,6.02,2833.0,57.0,62.5,0.85,574.0
574,3.49,5.75,5.73,2833.0,57.0,60.7,0.7,575.0
575,3.67,5.87,5.94,2834.0,56.0,62.2,0.8,576.0
576,3.7,5.87,5.91,2834.0,57.0,62.8,0.8,577.0
577,3.1,5.19,5.16,2834.0,58.0,59.9,0.51,578.0
578,3.2,5.23,5.2,2834.0,57.0,61.4,0.53,579.0
579,3.67,5.95,5.92,2834.0,55.0,61.8,0.78,580.0
580,3.9,6.14,6.17,2834.0,54.0,63.4,0.9,581.0
581,3.94,6.0,6.07,2834.0,59.0,65.3,0.9,582.0
582,3.63,5.95,6.01,2834.0,55.0,60.7,0.77,583.0
583,3.58,5.81,5.89,2835.0,56.0,61.2,0.73,584.0
584,3.4,5.51,5.47,2835.0,57.0,61.9,0.63,585.0
585,3.52,5.75,5.7,2835.0,54.0,61.5,0.7,586.0
586,3.59,5.73,5.71,2835.0,57.0,62.8,0.72,587.0
587,3.53,5.8,5.78,2835.0,57.0,61.0,0.72,588.0
588,3.57,5.94,6.04,2835.0,59.0,59.6,0.75,589.0
589,3.67,6.06,6.04,2836.0,56.0,60.7,0.82,590.0
590,3.53,5.65,5.6,2836.0,60.0,62.8,0.71,591.0
591,3.55,5.66,5.69,2837.0,59.0,62.6,0.7,592.0
592,3.53,5.69,5.74,2837.0,56.0,61.8,0.7,593.0
593,3.49,5.82,5.86,2838.0,53.0,59.8,0.71,594.0
594,3.61,5.94,5.92,2838.0,55.0,60.9,0.76,595.0
595,3.77,5.79,5.83,2838.0,58.0,64.9,0.82,596.0
596,3.47,5.89,5.91,2838.0,60.0,58.8,0.72,597.0
597,3.54,5.64,5.72,2838.0,58.0,62.3,0.7,598.0
598,3.49,5.63,5.69,2838.0,58.0,61.7,0.7,599.0
599,3.56,5.64,5.73,2838.0,55.0,62.6,0.7,600.0
600,3.45,5.79,5.83,2838.0,61.0,59.4,0.7,601.0
601,3.5,5.49,5.53,2838.0,59.0,63.5,0.7,602.0
602,3.46,5.66,5.71,2838.0,61.0,60.9,0.7,603.0
603,3.45,5.75,5.85,2838.0,58.0,59.5,0.7,604.0
604,3.53,5.57,5.64,2838.0,60.0,63.0,0.7,605.0
605,3.52,5.89,5.85,2839.0,57.0,60.0,0.74,606.0
606,3.52,5.71,5.74,2839.0,57.0,61.5,0.71,607.0
607,3.53,5.72,5.75,2839.0,54.0,61.6,0.7,608.0
608,3.57,5.68,5.82,2839.0,55.0,62.1,0.71,609.0
609,3.44,5.81,5.84,2839.0,61.0,59.1,0.71,610.0
610,3.43,5.8,5.82,2839.0,60.0,59.0,0.71,611.0
611,3.47,5.72,5.75,2839.0,58.0,60.5,0.71,612.0
612,3.57,5.71,5.73,2839.0,53.0,62.4,0.7,613.0
613,3.59,5.82,5.8,2839.0,54.0,61.8,0.73,614.0
614,3.54,5.72,5.69,2839.0,54.0,62.1,0.7,615.0
615,3.51,5.74,5.71,2839.0,57.0,61.3,0.7,616.0
616,3.5,5.78,5.82,2839.0,58.0,60.3,0.71,617.0
617,3.46,5.82,5.87,2839.0,58.0,59.2,0.71,618.0
618,3.59,6.01,6.09,2839.0,62.0,59.3,0.79,619.0
619,3.55,5.62,5.7,2839.0,59.0,62.7,0.71,620.0
620,3.59,5.87,5.9,2840.0,60.0,61.0,0.77,621.0
621,3.52,5.92,5.85,2840.0,56.0,59.8,0.75,622.0
622,3.52,5.8,5.75,2840.0,56.0,61.0,0.7,623.0
623,3.47,5.82,5.88,2840.0,56.0,59.3,0.71,624.0
624,3.86,6.2,6.27,2840.0,56.0,61.9,0.92,625.0
625,3.72,6.04,6.08,2840.0,59.0,61.4,0.83,626.0
626,3.45,5.78,5.87,2840.0,60.0,59.2,0.7,627.0
627,3.55,5.87,5.9,2841.0,59.0,60.3,0.73,628.0
628,3.58,5.61,5.69,2841.0,55.0,63.4,0.71,629.0
629,3.63,5.71,5.66,2841.0,57.0,63.9,0.73,630.0
630,3.74,6.12,6.0,2841.0,53.0,61.7,0.82,631.0
631,3.73,6.02,5.96,2841.0,56.0,62.3,0.82,632.0
632,3.66,6.14,6.12,2841.0,57.0,59.7,0.82,633.0
633,3.18,5.21,5.19,2841.0,56.0,61.2,0.52,634.0
634,3.87,6.55,6.6,2841.0,60.0,58.9,1.0,635.0
635,4.06,6.03,6.16,2841.0,56.0,66.7,0.95,636.0
636,3.55,5.8,5.76,2841.0,57.0,61.4,0.73,637.0
637,3.5,5.77,5.87,2841.0,59.0,59.9,0.73,638.0
638,3.56,5.77,5.82,2841.0,58.0,61.4,0.73,639.0
639,3.72,5.96,5.92,2842.0,54.0,62.6,0.8,640.0
640,3.38,5.72,5.8,2842.0,61.0,58.7,0.7,641.0
641,3.45,5.75,5.71,2843.0,62.0,60.2,0.7,642.0
642,3.55,5.67,5.65,2843.0,58.0,62.7,0.7,643.0
643,3.44,5.82,5.76,2843.0,58.0,59.4,0.71,644.0
644,3.74,5.92,5.91,2843.0,58.0,63.2,0.81,645.0
645,3.54,5.79,5.73,2843.0,58.0,61.5,0.71,646.0
646,3.57,5.84,5.81,2843.0,57.0,61.3,0.73,647.0
647,3.56,5.79,5.73,2843.0,59.0,61.8,0.73,648.0
648,3.55,5.74,5.71,2843.0,57.0,62.0,0.72,649.0
649,3.68,5.95,5.91,2843.0,57.0,62.1,0.81,650.0
650,3.52,5.78,5.81,2843.0,57.0,60.7,0.71,651.0
651,3.43,5.96,5.92,2844.0,61.0,57.7,0.73,652.0
652,3.51,5.68,5.65,2844.0,59.0,62.0,0.7,653.0
653,3.97,6.46,6.45,2844.0,57.0,61.5,1.01,654.0
654,4.02,6.39,6.35,2844.0,57.0,63.1,1.01,655.0
655,3.7,5.93,5.91,2844.0,57.0,62.5,0.79,656.0
656,3.5,5.68,5.65,2845.0,59.0,61.8,0.7,657.0
657,3.44,5.85,5.83,2845.0,60.0,58.9,0.7,658.0
658,3.72,5.82,5.92,2845.0,60.0,63.4,0.8,659.0
659,4.2,7.05,7.12,2845.0,61.0,59.3,1.27,660.0
660,3.65,5.91,5.96,2846.0,56.0,61.5,0.79,661.0
661,3.5,5.84,5.79,2846.0,59.0,60.2,0.72,662.0
662,3.58,5.84,5.79,2846.0,56.0,61.6,0.73,663.0
663,4.11,6.26,6.3,2846.0,59.0,65.4,1.01,664.0
664,3.99,6.18,6.25,2846.0,61.0,64.2,1.01,665.0
665,3.51,5.95,5.92,2846.0,59.0,59.1,0.73,666.0
666,3.53,5.76,5.71,2846.0,57.0,61.6,0.7,667.0
667,3.43,5.84,5.76,2846.0,61.0,59.1,0.7,668.0
668,3.66,5.79,5.84,2846.0,59.0,62.9,0.77,669.0
669,3.59,5.81,5.91,2846.0,60.0,61.3,0.77,670.0
670,3.63,5.89,5.94,2846.0,58.0,61.4,0.77,671.0
671,3.74,6.12,6.1,2847.0,57.0,61.2,0.84,672.0
672,3.52,5.85,5.83,2847.0,57.0,60.3,0.72,673.0
673,3.61,5.88,5.93,2847.0,59.0,61.1,0.76,674.0
674,3.55,5.68,5.61,2848.0,59.0,62.9,0.7,675.0
675,3.24,5.29,5.25,2848.0,55.0,61.5,0.54,676.0
676,3.7,5.72,5.74,2848.0,57.0,64.6,0.75,677.0
677,3.75,5.84,5.86,2849.0,54.0,64.1,0.79,678.0
678,3.62,5.73,5.75,2849.0,58.0,63.1,0.74,679.0
679,3.51,5.77,5.74,2850.0,60.0,61.0,0.7,680.0
680,3.49,5.79,5.69,2850.0,59.0,60.8,0.7,681.0
681,3.6,5.87,5.83,2850.0,56.0,61.5,0.75,682.0
682,4.23,6.67,6.75,2850.0,60.0,63.1,1.2,683.0
683,3.71,5.82,5.89,2851.0,57.0,63.4,0.8,684.0
684,3.45,5.57,5.54,2851.0,56.0,62.1,0.66,685.0
685,3.75,6.07,6.22,2851.0,63.0,61.0,0.87,686.0
686,3.77,5.98,6.04,2851.0,59.0,62.7,0.86,687.0
687,3.56,5.81,5.85,2851.0,57.0,61.0,0.74,688.0
688,3.27,5.43,5.37,2852.0,59.0,60.6,0.58,689.0
689,3.63,5.92,5.88,2852.0,57.0,61.5,0.78,690.0
690,3.59,5.86,5.85,2852.0,55.0,61.3,0.74,691.0
691,3.6,5.79,5.7,2852.0,55.0,62.7,0.73,692.0
692,3.87,6.07,6.12,2852.0,57.0,63.5,0.91,693.0
693,3.56,5.7,5.67,2853.0,58.0,62.6,0.71,694.0
694,3.59,5.66,5.64,2853.0,55.0,63.5,0.71,695.0
695,3.69,5.85,5.9,2853.0,57.0,62.8,0.79,696.0
696,3.63,6.03,6.07,2853.0,60.0,60.0,0.79,697.0
697,3.57,5.66,5.73,2853.0,58.0,62.7,0.71,698.0
698,3.7,5.97,5.99,2853.0,58.0,61.9,0.82,699.0
699,3.66,5.95,5.87,2854.0,57.1,61.9,0.78,700.0
700,3.54,5.7,5.64,2854.0,56.0,62.4,0.7,701.0
701,4.0,6.75,6.78,2854.0,61.0,59.1,1.12,702.0
702,3.6,5.76,5.86,2854.0,57.0,62.0,0.73,703.0
703,3.89,6.03,6.06,2854.0,62.0,64.4,0.91,704.0
704,3.94,6.0,6.04,2854.0,60.0,65.4,0.91,705.0
705,3.92,6.09,6.12,2854.0,58.0,64.2,0.91,706.0
706,3.96,6.01,6.04,2854.0,58.0,65.8,0.91,707.0
707,3.43,5.83,5.91,2854.0,59.0,58.4,0.7,708.0
708,3.49,5.64,5.67,2854.0,57.0,61.7,0.68,709.0
709,3.58,5.75,5.7,2855.0,57.0,62.5,0.73,710.0
710,4.03,6.29,6.38,2855.0,57.0,63.6,1.03,711.0
711,3.6,5.74,5.8,2855.0,57.0,62.4,0.74,712.0
712,3.61,6.74,6.82,2855.0,67.0,53.3,0.98,713.0
713,3.66,6.77,6.84,2856.0,63.0,53.0,1.02,714.0
714,4.02,5.9,5.96,2856.0,61.0,67.8,1.0,715.0
715,3.98,6.43,6.49,2856.0,55.0,61.6,1.02,716.0
716,3.32,5.49,5.44,2856.0,57.0,60.8,0.6,717.0
717,3.69,6.01,5.97,2856.0,56.0,61.6,0.8,718.0
718,3.9,6.41,6.43,2856.0,56.0,60.7,0.97,719.0
719,4.15,6.03,6.19,2856.0,62.0,67.9,1.0,720.0
720,2.53,4.08,4.05,556.0,57.0,62.3,0.26,721.0
721,2.55,4.12,4.09,556.0,56.0,62.1,0.26,722.0
722,2.83,4.59,4.57,556.0,55.0,61.9,0.36,723.0
723,2.66,4.66,4.6,556.0,61.0,57.5,0.34,724.0
724,2.82,4.47,4.44,556.0,57.0,63.3,0.34,725.0
725,2.83,4.47,4.44,556.0,55.0,63.5,0.34,726.0
726,2.82,4.46,4.44,556.0,55.0,63.4,0.34,727.0
727,2.71,4.56,4.54,556.0,62.0,59.6,0.34,728.0
728,2.79,4.5,4.47,556.0,54.0,62.2,0.34,729.0
729,2.79,4.37,4.34,556.0,54.0,64.1,0.32,730.0
730,2.7,4.41,4.36,557.0,55.0,61.6,0.31,731.0
731,2.68,4.38,4.36,557.0,56.0,61.3,0.31,732.0
732,2.73,4.4,4.37,557.0,54.0,62.3,0.31,733.0
733,2.72,4.4,4.37,557.0,54.0,62.0,0.31,734.0
734,2.72,4.35,4.33,557.0,53.0,62.7,0.31,735.0
735,2.72,4.38,4.36,557.0,53.0,62.2,0.31,736.0
736,2.7,4.35,4.32,557.0,53.6,62.2,0.31,737.0
737,2.69,4.37,4.35,557.0,54.8,61.6,0.31,738.0
738,2.69,4.37,4.33,557.0,54.2,61.8,0.31,739.0
739,2.68,4.5,4.52,557.0,59.0,59.4,0.33,740.0
740,2.75,4.4,4.43,557.0,58.0,62.3,0.33,741.0
741,2.76,4.4,4.42,557.0,58.0,62.6,0.33,742.0
742,2.74,4.41,4.45,557.0,56.0,61.9,0.33,743.0
743,2.78,4.4,4.42,557.0,58.0,63.0,0.33,744.0
744,2.76,4.38,4.41,557.0,58.0,62.8,0.33,745.0
745,2.72,4.39,4.46,557.0,61.0,61.5,0.33,746.0
746,2.75,4.41,4.44,557.0,55.0,62.1,0.33,747.0
747,2.76,4.37,4.39,557.0,57.0,63.0,0.33,748.0
748,2.81,4.4,4.43,557.0,53.0,63.6,0.33,749.0
749,2.73,4.5,4.54,557.0,59.0,60.4,0.33,750.0
750,4.04,5.97,6.21,2856.0,56.0,66.1,1.0,751.0
751,3.58,5.86,5.92,2856.0,59.0,60.8,0.77,752.0
752,3.61,5.9,5.94,2856.0,58.0,61.0,0.77,753.0
753,3.42,5.71,5.68,2857.0,63.0,60.1,0.7,754.0
754,3.82,6.02,6.08,2857.0,58.0,63.1,0.9,755.0
755,3.57,5.7,5.76,2857.0,57.0,62.3,0.72,756.0
756,3.82,6.14,6.2,2857.0,59.0,61.9,0.9,757.0
757,3.57,5.73,5.76,2857.0,58.0,62.1,0.72,758.0
758,3.52,5.71,5.63,2858.0,56.0,62.1,0.7,759.0
759,3.7,6.05,6.02,2858.0,57.0,61.3,0.81,760.0
760,3.72,6.05,6.0,2858.0,57.0,61.7,0.81,761.0
761,3.49,5.69,5.76,2858.0,60.0,61.0,0.71,762.0
762,3.51,5.7,5.73,2858.0,59.0,61.4,0.7,763.0
763,3.52,5.68,5.76,2858.0,60.0,61.5,0.71,764.0
764,3.58,5.59,5.68,2858.0,59.0,63.5,0.71,765.0
765,3.9,6.18,6.22,2858.0,58.0,62.9,0.92,766.0
766,3.67,5.83,5.88,2858.0,54.0,62.7,0.76,767.0
767,3.58,5.8,5.84,2858.0,56.0,61.5,0.73,768.0
768,3.46,5.72,5.74,2858.0,62.0,60.4,0.71,769.0
769,3.56,5.58,5.61,2858.0,62.0,63.6,0.7,770.0
770,3.89,6.0,6.06,2858.0,56.0,64.5,0.9,771.0
771,3.34,5.84,5.89,2858.0,65.0,56.9,0.71,772.0
772,3.51,5.74,5.76,2859.0,57.0,61.0,0.7,773.0
773,3.55,5.66,5.72,2859.0,56.0,62.4,0.7,774.0
774,3.59,5.88,5.91,2859.0,60.0,60.9,0.77,775.0
775,3.54,5.78,5.74,2859.0,56.0,61.5,0.71,776.0
776,3.45,5.77,5.8,2859.0,61.0,59.6,0.7,777.0
777,3.37,5.98,6.09,2859.0,70.0,55.8,0.75,778.0
778,3.64,6.12,6.17,2859.0,60.0,59.2,0.83,779.0
779,3.5,5.73,5.68,2860.0,61.0,61.3,0.71,780.0
780,3.87,6.1,6.07,2860.0,58.0,63.6,0.9,781.0
781,3.35,5.44,5.41,2860.0,54.9,61.9,0.6,782.0
782,3.54,5.6,5.66,2860.0,57.0,62.9,0.71,783.0
783,3.2,5.2,5.23,2860.0,57.0,61.4,0.53,784.0
784,3.56,5.78,5.95,2861.0,58.0,60.7,0.71,785.0
785,3.37,5.48,5.45,2861.0,56.0,61.6,0.62,786.0
786,3.38,5.51,5.48,2861.0,56.0,61.6,0.62,787.0
787,3.81,6.01,6.09,2861.0,58.0,63.0,0.9,788.0
788,3.33,5.56,5.53,2861.0,61.0,60.1,0.62,789.0
789,3.7,5.98,6.01,2861.0,59.0,61.7,0.82,790.0
790,3.43,5.57,5.67,2861.0,58.0,61.0,0.66,791.0
791,3.56,5.72,5.67,2862.0,55.0,62.5,0.7,792.0
792,3.7,5.92,5.9,2862.0,58.0,62.6,0.8,793.0
793,3.69,5.92,5.88,2862.0,59.0,62.5,0.8,794.0
794,3.7,5.91,5.97,2862.0,54.0,62.3,0.79,795.0
795,3.56,5.61,5.65,2862.0,60.0,63.2,0.71,796.0
796,3.5,5.74,5.71,2862.0,57.0,61.1,0.7,797.0
797,3.35,5.69,5.73,2862.0,63.0,58.7,0.7,798.0
798,3.64,5.99,6.07,2862.0,60.0,60.0,0.79,799.0
799,3.45,5.77,5.82,2862.0,59.0,59.5,0.7,800.0
800,4.21,6.88,6.93,2862.0,57.0,60.9,1.22,801.0
